Timestamp,Temperature,Humidity
20240807195251,19.60,58.50
20240807195256,19.60,61.10
20240807195301,19.60,60.70
20240807195306,19.70,60.20
20240807195311,19.60,60.30
20240807195316,19.60,59.30
20240807195321,19.60,58.60
20240807195326,19.60,58.50
20240807195331,19.60,58.20
20240807195337,19.60,58.40
20240807195342,19.60,58.40
20240807195347,19.60,58.30
20240807195352,19.60,60.00
20240807195357,19.60,60.10
20240807195402,19.70,59.30
20240807195407,19.70,58.80
20240807195412,19.70,58.50
20240807195417,19.70,58.00
20240807195417,19.70,58.00
20240807195417,19.70,57.80
20240807195427,19.70,57.60
20240807195432,19.60,57.40
20240807195437,19.70,57.20
20240807195442,19.70,57.10
20240807195447,19.70,56.90
20240807195452,19.70,57.00
20240807195457,19.70,56.80
20240807195502,19.70,56.90
20240807195507,19.70,56.90
20240807195512,19.70,56.90
20240807195517,19.60,56.80
20240807195517,19.70,56.80
20240807195517,19.70,56.80
20240807195527,19.70,57.00
20240807195527,19.60,57.00
20240807195527,19.60,57.20
20240807195537,19.60,57.60
20240807195537,19.70,57.60
20240807195537,19.70,58.00
20240807195548,19.60,57.90
20240807195553,19.60,57.90
20240807195558,19.70,58.00
20240807195603,19.60,58.00
20240807195603,19.60,58.00
20240807195603,19.60,57.90
20240807195613,19.60,57.80
20240807195613,19.60,57.80
20240807195613,19.60,57.80
20240807195613,19.60,57.60
20240807195623,19.60,57.60
20240807195623,19.60,57.60
20240807195623,19.60,57.60
20240807195623,19.60,58.00
20240807195633,19.60,58.20
20240807195633,19.60,58.20
20240807195633,19.60,58.20
20240807195633,19.60,58.20
20240807195643,19.60,58.40
20240807195643,19.60,58.40
20240807195643,19.60,58.40
20240807195643,19.60,58.60
20240807195653,19.60,58.90
20240807195653,19.60,58.90
20240807195653,19.60,58.90
20240807195653,19.60,58.80
20240807195703,19.60,58.80
20240807195703,19.60,58.80
20240807195703,19.60,58.80
20240807195703,19.60,58.90
20240807195713,19.60,58.80
20240807195713,19.60,58.80
20240807195713,19.60,58.80
20240807195713,19.60,58.90
20240807195723,19.60,58.60
20240807195723,19.60,58.60
20240807195723,19.60,58.60
20240807195723,19.60,58.60
20240807195733,19.60,59.00
20240807195733,19.60,59.00
20240807195733,19.60,59.00
20240807195733,19.60,59.30
20240807195743,19.60,59.50
20240807195743,19.60,59.50
20240807195743,19.60,59.50
20240807195743,19.60,59.70
20240807195754,19.60,59.60
20240807195754,19.60,59.60
20240807195754,19.60,59.60
20240807195754,19.60,59.70
20240807195804,19.60,60.60
20240807195804,19.60,60.60
20240807195804,19.60,60.60
20240807195804,19.60,60.80
20240807195814,19.60,60.20
20240807195814,19.60,60.20
20240807195814,19.60,60.20
20240807195814,19.60,60.00
20240807195824,19.60,59.70
20240807195824,19.60,59.70
20240807195824,19.60,59.70
20240807195824,19.60,59.40
20240807195834,19.60,59.10
20240807195834,19.60,59.10
20240807195834,19.60,59.10
20240807195834,19.60,58.80
20240807195844,19.60,58.50
20240807195844,19.60,58.50
20240807195844,19.60,58.50
20240807195844,19.60,58.30
20240807195854,19.60,58.20
20240807195854,19.60,58.20
20240807195854,19.60,58.20
20240807195854,19.60,58.30
20240807195904,19.60,58.50
20240807195904,19.60,58.50
20240807195904,19.60,58.50
20240807195904,19.60,58.50
20240807195914,19.60,58.50
20240807195914,19.60,58.50
20240807195914,19.60,58.50
20240807195914,19.60,59.00
20240807195924,19.60,59.20
20240807195924,19.60,59.20
20240807195924,19.50,59.20
20240807195924,19.50,59.30
20240807195934,19.60,59.40
20240807195934,19.60,59.40
20240807195934,19.60,59.40
20240807195934,19.60,59.60
20240807195944,19.60,59.70
20240807195944,19.60,59.70
20240807195944,19.50,59.70
20240807195944,19.50,59.50
20240807195955,19.50,59.20
20240807195955,19.50,59.20
20240807195955,19.50,59.20
20240807195955,19.50,58.80
20240807200005,19.50,59.10
20240807200005,19.50,59.10
20240807200005,19.50,59.10
20240807200005,19.50,59.20
20240807200015,19.50,59.40
20240807200015,19.50,59.40
20240807200015,19.50,59.40
20240807200015,19.50,59.50
20240807200025,19.50,59.50
20240807200025,19.50,59.50
20240807200025,19.50,59.50
20240807200025,19.50,59.70
20240807200035,19.50,59.20
20240807200035,19.50,59.20
20240807200035,19.50,59.20
20240807200035,19.50,59.20
20240807200045,19.50,59.30
20240807200045,19.50,59.30
20240807200045,19.50,59.30
20240807200045,19.50,59.60
20240807200055,19.50,59.60
20240807200055,19.50,59.60
20240807200055,19.50,59.60
20240807200055,19.50,59.70
20240807200105,19.50,59.70
20240807200105,19.50,59.70
20240807200105,19.50,59.70
20240807200105,19.50,59.60
20240807200115,19.50,59.40
20240807200115,19.50,59.40
20240807200115,19.50,59.40
20240807200115,19.50,59.40
20240807200125,19.50,59.20
20240807200125,19.50,59.20
20240807200125,19.50,59.20
20240807200125,19.50,59.30
20240807200135,19.50,59.20
20240807200135,19.50,59.20
20240807200135,19.50,59.20
20240807200135,19.50,59.20
20240807200145,19.60,59.20
20240807200145,19.60,59.20
20240807200145,19.50,59.20
20240807200145,19.50,59.10
20240807200156,19.60,58.80
20240807200156,19.60,58.80
20240807200156,19.50,58.80
20240807200156,19.50,59.20
20240807200206,19.50,59.40
20240807200206,19.50,59.40
20240807200206,19.50,59.40
20240807200206,19.50,59.80
20240807200216,19.50,60.00
20240807200216,19.50,60.00
20240807200216,19.50,60.00
20240807200216,19.50,60.30
20240807200226,19.50,60.80
20240807200226,19.50,60.80
20240807200226,19.50,60.80
20240807200226,19.50,60.50
20240807200236,19.50,59.80
20240807200236,19.50,59.80
20240807200236,19.50,59.80
20240807200236,19.50,59.50
20240807200246,19.50,59.30
20240807200246,19.50,59.30
20240807200246,19.50,59.30
20240807200246,19.50,62.10
20240807200256,19.50,62.00
20240807200256,19.50,62.00
20240807200256,19.50,62.00
20240807200256,19.50,61.30
20240807200306,19.50,60.70
20240807200306,19.50,60.70
20240807200306,19.50,60.70
20240807200306,19.50,60.10
20240807200316,19.50,59.50
20240807200316,19.50,59.50
20240807200316,19.50,59.50
20240807200316,19.50,59.20
20240807200326,19.50,58.70
20240807200326,19.50,58.70
20240807200326,19.60,58.70
20240807200326,19.60,58.60
20240807200336,19.60,58.40
20240807200336,19.60,58.40
20240807200336,19.60,58.40
20240807200336,19.60,58.30
20240807200346,19.60,58.20
20240807200346,19.60,58.20
20240807200346,19.60,58.20
20240807200346,19.60,58.00
20240807200357,19.70,58.10
20240807200357,19.70,58.10
20240807200357,19.70,58.10
20240807200357,19.70,58.00
20240807200407,19.70,57.80
20240807200407,19.70,57.80
20240807200407,19.70,57.80
20240807200407,19.70,57.80
20240807200417,19.70,57.60
20240807200417,19.70,57.60
20240807200417,19.70,57.60
20240807200417,19.70,57.70
20240807200427,19.70,57.50
20240807200427,19.70,57.50
20240807200427,19.70,57.70
20240807200427,19.70,57.70
20240807200427,19.70,57.70
20240807200427,19.70,57.80
20240807200442,19.70,57.80
20240807200447,19.70,57.90
20240807200452,19.70,57.80
20240807200457,19.70,57.70
20240807200457,19.70,57.70
20240807200457,19.70,57.50
20240807200507,19.70,57.40
20240807200512,19.70,57.30
20240807200517,19.70,57.30
20240807200522,19.70,57.30
20240807200527,19.70,57.30
20240807200527,19.70,57.30
20240807200527,19.70,57.50
20240807200527,19.70,57.50
20240807200527,19.70,57.50
20240807200527,19.70,57.60
20240807200527,19.70,57.60
20240807200527,19.70,57.60
20240807200547,19.70,57.40
20240807200547,19.70,57.40
20240807200547,19.70,57.40
20240807200557,19.70,57.40
20240807200557,19.70,57.40
20240807200557,19.70,57.00
20240807200557,19.70,57.00
20240807200557,19.70,57.00
20240807200557,19.70,57.40
20240807200557,19.70,57.40
20240807200557,19.70,59.30
20240807200618,19.70,58.90
20240807200623,19.70,58.60
20240807200623,19.70,58.60
20240807200623,19.70,59.10
20240807200633,19.70,59.20
20240807200638,19.70,59.10
20240807200643,19.70,58.40
20240807200648,19.70,58.20
20240807200653,19.70,58.00
20240807200658,19.80,58.60
20240807200703,19.70,58.40
20240807200708,19.70,57.90
20240807200713,19.70,57.70
20240807200718,19.70,57.50
20240807200723,19.70,57.70
20240807200728,19.70,58.20
20240807200733,19.70,58.20
20240807200738,19.70,58.20
20240807200743,19.70,58.40
20240807200743,19.70,58.40
20240807200743,19.70,58.00
20240807200753,19.70,57.80
20240807200758,19.70,57.50
20240807200803,19.80,59.10
20240807200803,19.70,59.10
20240807200803,19.70,59.50
20240807200814,19.80,59.60
20240807200819,19.80,59.70
20240807200824,19.80,59.60
20240807200829,19.80,59.00
20240807200834,19.80,58.50
20240807200839,19.80,58.10
20240807200844,19.80,57.80
20240807200849,19.80,59.50
20240807200854,19.80,60.30
20240807200859,19.80,60.10
20240807200859,19.80,60.10
20240807200859,19.80,60.40
20240807200859,19.80,60.40
20240807200859,19.80,63.60
20240807200859,19.80,63.60
20240807200859,19.80,63.60
20240807200859,19.80,63.80
20240807200859,19.80,63.80
20240807200859,19.80,62.20
20240807200859,19.80,62.20
20240807200859,19.80,61.00
20240807200859,19.80,61.00
20240807200859,19.80,59.80
20240807200859,19.80,59.80
20240807200859,19.80,58.70
20240807200859,19.80,58.70
20240807200859,19.80,58.70
20240807200859,19.80,58.10
20240807200859,19.80,58.10
20240807200859,19.80,58.00
20240807200859,19.80,58.00
20240807200859,19.80,57.60
20240807200859,19.80,57.60
20240807200859,19.80,57.50
20240807200859,19.80,57.50
20240807200859,19.80,57.20
20240807200859,19.80,57.20
20240807200859,19.80,57.50
20240807200859,19.80,57.50
20240807200859,19.80,57.10
20240807200859,19.80,57.10
20240807200859,19.80,57.20
20240807200859,19.80,57.20
20240807200859,19.80,56.80
20240807200859,19.80,56.80
20240807200859,19.80,56.80
20240807200859,19.80,56.80
20240807201040,19.80,56.80
20240807201040,19.80,56.80
20240807201040,19.80,56.70
20240807201050,19.80,56.70
20240807201050,19.80,56.70
20240807201050,19.80,56.50
20240807201100,19.80,56.40
20240807201100,19.80,56.40
20240807201100,19.80,56.40
20240807201100,19.80,56.50
20240807201110,19.80,56.50
20240807201110,19.80,56.50
20240807201110,19.80,56.50
20240807201110,19.80,56.80
20240807201120,19.80,56.80
20240807201120,19.80,56.80
20240807201120,19.80,56.80
20240807201120,19.80,56.70
20240807201130,19.80,56.60
20240807201130,19.80,56.60
20240807201130,19.80,56.60
20240807201130,19.80,57.90
20240807201140,19.80,57.50
20240807201140,19.80,57.50
20240807201140,19.80,57.50
20240807201140,19.80,57.10
20240807201150,19.80,59.10
20240807201150,19.80,59.10
20240807201150,19.80,59.10
20240807201150,19.80,60.20
20240807201200,19.80,62.30
20240807201200,19.80,62.30
20240807201200,19.80,62.30
20240807201200,19.80,62.70
20240807201210,19.80,61.60
20240807201210,19.80,61.60
20240807201210,19.80,61.60
20240807201210,19.80,59.30
20240807201221,19.70,58.40
20240807201221,19.70,58.40
20240807201221,19.70,58.40
20240807201221,19.70,58.00
20240807201231,19.70,58.10
20240807201231,19.70,58.10
20240807201231,19.70,58.10
20240807201231,19.70,58.70
20240807201241,19.70,58.20
20240807201241,19.70,58.20
20240807201241,19.70,58.20
20240807201241,19.70,58.00
20240807201251,19.70,57.80
20240807201251,19.70,57.80
20240807201251,19.80,57.80
20240807201251,19.80,58.20
20240807201301,19.70,58.50
20240807201301,19.70,58.50
20240807201301,19.70,58.50
20240807201301,19.70,58.00
20240807201311,19.70,57.50
20240807201311,19.70,57.50
20240807201311,19.70,57.50
20240807201311,19.70,57.40
20240807201321,19.70,57.20
20240807201321,19.70,57.20
20240807201321,19.80,57.20
20240807201321,19.80,56.90
20240807201331,19.80,57.50
20240807201331,19.80,57.50
20240807201331,19.80,57.50
20240807201331,19.80,59.10
20240807201341,19.70,59.40
20240807201341,19.70,59.40
20240807201341,19.80,59.40
20240807201341,19.80,59.50
20240807201351,19.80,59.30
20240807201351,19.80,59.30
20240807201351,19.80,59.30
20240807201351,19.80,60.30
20240807201401,19.70,61.10
20240807201401,19.70,61.10
20240807201401,19.80,61.10
20240807201401,19.80,61.10
20240807201411,19.80,60.90
20240807201411,19.80,60.90
20240807201411,19.80,60.90
20240807201411,19.80,61.00
20240807201422,19.80,62.40
20240807201422,19.80,62.40
20240807201422,19.80,62.40
20240807201422,19.80,61.30
20240807201432,19.80,60.30
20240807201432,19.80,60.30
20240807201432,19.80,60.30
20240807201432,19.80,59.40
20240807201442,19.80,58.60
20240807201442,19.80,58.60
20240807201442,19.80,58.60
20240807201442,19.80,58.00
20240807201452,19.80,57.70
20240807201452,19.80,57.70
20240807201452,19.70,57.70
20240807201452,19.70,58.50
20240807201502,19.70,58.40
20240807201502,19.70,58.40
20240807201502,19.70,58.40
20240807201502,19.70,58.00
20240807201512,19.70,57.50
20240807201512,19.70,57.50
20240807201512,19.70,57.50
20240807201512,19.70,57.00
20240807201522,19.70,56.80
20240807201522,19.70,56.80
20240807201522,19.70,56.80
20240807201522,19.70,56.70
20240807201532,19.70,56.40
20240807201532,19.70,56.40
20240807201532,19.60,56.40
20240807201532,19.60,56.40
20240807201542,19.70,56.50
20240807201542,19.70,56.50
20240807201542,19.70,56.50
20240807201542,19.70,56.40
20240807201552,19.60,56.20
20240807201552,19.60,56.20
20240807201552,19.60,56.20
20240807201552,19.60,56.30
20240807201602,19.60,56.50
20240807201602,19.60,56.50
20240807201602,19.60,56.50
20240807201602,19.60,56.90
20240807201612,19.60,58.20
20240807201612,19.60,58.20
20240807201612,19.60,58.20
20240807201612,19.60,58.00
