Timestamp,Y
3/9/2024 11:27,-0.03237915
3/9/2024 11:27,-0.033309937
3/9/2024 11:27,-0.034179688
3/9/2024 11:27,-0.032943726
3/9/2024 11:27,-0.031265259
3/9/2024 11:27,-0.032806396
3/9/2024 11:27,-0.033157349
3/9/2024 11:27,-0.030670166
3/9/2024 11:27,-0.031326294
3/9/2024 11:27,-0.03338623
3/9/2024 11:27,-0.032958984
3/9/2024 11:27,-0.033889771
3/9/2024 11:27,-0.03326416
3/9/2024 11:27,-0.032363892
3/9/2024 11:28,-0.032485962
3/9/2024 11:28,-0.032913208
3/9/2024 11:28,-0.032974243
3/9/2024 11:28,-0.032897949
3/9/2024 11:28,-0.033279419
3/9/2024 11:28,-0.031158447
3/9/2024 11:28,-0.032974243
3/9/2024 11:28,-0.032531738
3/9/2024 11:28,-0.033187866
3/9/2024 11:28,-0.032943726
3/9/2024 11:28,-0.033569336
3/9/2024 11:28,-0.033401489
3/9/2024 11:28,-0.033569336
3/9/2024 11:28,-0.031768799
3/9/2024 11:28,-0.031951904
3/9/2024 11:28,-0.031936646
3/9/2024 11:28,-0.035842896
3/9/2024 11:28,-0.032196045
3/9/2024 11:28,-0.033828735
3/9/2024 11:29,-0.031341553
3/9/2024 11:29,-0.031967163
3/9/2024 11:29,-0.032821655
3/9/2024 11:29,-0.035751343
3/9/2024 11:29,-0.034210205
3/9/2024 11:29,-0.032470703
3/9/2024 11:29,-0.032348633
3/9/2024 11:29,-0.032196045
3/9/2024 11:29,-0.032669067
3/9/2024 11:29,-0.035064697
3/9/2024 11:29,-0.031356812
3/9/2024 11:29,-0.033706665
3/9/2024 11:29,-0.032333374
3/9/2024 11:29,-0.033615112
3/9/2024 11:29,-0.032073975
3/9/2024 11:29,-0.034179688
3/9/2024 11:29,-0.032699585
3/9/2024 11:29,-0.032852173
3/9/2024 11:29,-0.033676147
3/9/2024 11:29,-0.033065796
3/9/2024 11:30,-0.032394409
3/9/2024 11:30,-0.035507202
3/9/2024 11:30,-0.032806396
3/9/2024 11:30,-0.033111572
3/9/2024 11:30,-0.032974243
3/9/2024 11:30,-0.03187561
3/9/2024 11:30,-0.035873413
3/9/2024 11:30,-0.039321899
3/9/2024 11:30,-0.032913208
3/9/2024 11:30,-0.033447266
3/9/2024 11:30,-0.031951904
3/9/2024 11:30,-0.032836914
3/9/2024 11:30,-0.035339355
3/9/2024 11:30,-0.031463623
3/9/2024 11:30,-0.031021118
3/9/2024 11:30,-0.03314209
3/9/2024 11:30,-0.032531738
3/9/2024 11:30,-0.038711548
3/9/2024 11:30,-0.031478882
3/9/2024 11:31,-0.032821655
3/9/2024 11:31,-0.034973145
3/9/2024 11:31,-0.033493042
3/9/2024 11:31,-0.032302856
3/9/2024 11:31,-0.034515381
3/9/2024 11:31,-0.031219482
3/9/2024 11:31,-0.032592773
3/9/2024 11:31,-0.029373169
3/9/2024 11:31,-0.034713745
3/9/2024 11:31,-0.033401489
3/9/2024 11:31,-0.032699585
3/9/2024 11:31,-0.032958984
3/9/2024 11:31,-0.03364563
3/9/2024 11:31,-0.031021118
3/9/2024 11:31,-0.034179688
3/9/2024 11:31,-0.039733887
3/9/2024 11:31,-0.029785156
3/9/2024 11:31,-0.03326416
3/9/2024 11:31,-0.034515381
3/9/2024 11:32,-0.034255981
3/9/2024 11:32,-0.032806396
3/9/2024 11:32,-0.03225708
3/9/2024 11:32,-0.031723022
3/9/2024 11:32,-0.033966064
3/9/2024 11:32,-0.031158447
3/9/2024 11:32,-0.032653809
3/9/2024 11:32,-0.032745361
3/9/2024 11:32,-0.033554077
3/9/2024 11:32,-0.031738281
3/9/2024 11:32,-0.03225708
3/9/2024 11:32,-0.033218384
3/9/2024 11:32,-0.033233643
3/9/2024 11:32,-0.033828735
3/9/2024 11:32,-0.033248901
3/9/2024 11:32,-0.033538818
3/9/2024 11:32,-0.033569336
3/9/2024 11:32,-0.03427124
3/9/2024 11:32,-0.034042358
3/9/2024 11:32,-0.035140991
3/9/2024 11:33,-0.033660889
3/9/2024 11:33,-0.032531738
3/9/2024 11:33,-0.03453064
3/9/2024 11:33,-0.031661987
3/9/2024 11:33,-0.03276062
3/9/2024 11:33,-0.033279419
3/9/2024 11:33,-0.032913208
3/9/2024 11:33,-0.032028198
3/9/2024 11:33,-0.038009644
3/9/2024 11:33,-0.033554077
3/9/2024 11:33,-0.031005859
3/9/2024 11:33,-0.033813477
3/9/2024 11:33,-0.03352356
3/9/2024 11:34,-0.030380249
3/9/2024 11:34,-0.031524658
3/9/2024 11:34,-0.034561157
3/9/2024 11:34,-0.033630371
3/9/2024 11:34,-0.03314209
3/9/2024 11:34,-0.03263855
3/9/2024 11:34,-0.033676147
3/9/2024 11:34,-0.033081055
3/9/2024 11:34,-0.030944824
3/9/2024 11:34,-0.032043457
3/9/2024 11:34,-0.032684326
3/9/2024 11:34,-0.032974243
3/9/2024 11:34,-0.03302002
3/9/2024 11:34,-0.033218384
3/9/2024 11:34,-0.034164429
3/9/2024 11:35,-0.0340271
3/9/2024 11:35,-0.032836914
3/9/2024 11:35,-0.032623291
3/9/2024 11:35,-0.033462524
3/9/2024 11:35,-0.03364563
3/9/2024 11:35,-0.033081055
3/9/2024 11:35,-0.034347534
3/9/2024 11:35,-0.031829834
3/9/2024 11:35,-0.032272339
3/9/2024 11:35,-0.032867432
3/9/2024 11:35,-0.037033081
3/9/2024 11:35,-0.031402588
3/9/2024 11:35,-0.040359497
3/9/2024 11:35,-0.03263855
3/9/2024 11:36,-0.034057617
3/9/2024 11:36,-0.031677246
3/9/2024 11:36,-0.245437622
3/9/2024 11:36,-0.391433716
3/9/2024 11:36,-0.405792236
3/9/2024 11:36,-0.377548218
3/9/2024 11:36,-0.401336672024:09:03:11:55:44,-0.401336669921875
2024:09:03:12:11:50,-0.401336669921875
2024:09:03:12:12:20,-0.4624786376953125
2024:09:03:12:12:23,-0.4342803955078125
2024:09:03:12:12:26,-0.419647216796875
2024:09:03:12:12:29,-0.438262939453125
2024:09:03:12:12:32,0.0419464111328125
2024:09:03:12:12:35,-0.0129241943359375
2024:09:03:12:12:38,-0.0386962890625
2024:09:03:12:12:41,-0.0303497314453125
2024:09:03:12:12:44,-0.031402587890625
2024:09:03:12:12:48,-0.0309295654296875
2024:09:03:12:12:50,-0.0286712646484375
2024:09:03:12:12:53,-0.0305023193359375
2024:09:03:12:12:56,-0.033172607421875
2024:09:03:12:12:59,-0.032470703125
2024:09:03:12:13:02,-0.0311431884765625
2024:09:03:12:13:05,-0.0323028564453125
2024:09:03:12:13:08,-0.0310516357421875
2024:09:03:12:13:11,-0.030914306640625
2024:09:03:12:13:14,-0.0334930419921875
2024:09:03:12:13:17,-0.02984619140625
2024:09:03:12:13:21,-0.02935791015625
2024:09:03:12:13:24,-0.0374298095703125
2024:09:03:12:13:27,-0.029266357421875
2024:09:03:12:13:30,-0.0315399169921875
2024:09:03:12:13:33,-0.032440185546875
2024:09:03:12:13:36,-0.0318603515625
2024:09:03:12:13:39,-0.0292510986328125
2024:09:03:12:13:42,-0.0306396484375
2024:09:03:12:13:45,-0.030426025390625
2024:09:03:12:13:48,-0.0307769775390625
2024:09:03:12:13:51,-0.0316162109375
2024:09:03:12:13:55,-0.029815673828125
2024:09:03:12:13:58,-0.0323486328125
2024:09:03:12:14:02,-0.029937744140625
2024:09:03:12:14:05,-0.032623291015625
2024:09:03:12:14:08,-0.03131103515625
2024:09:03:12:14:11,-0.0310516357421875
2024:09:03:12:14:14,-0.03070068359375
2024:09:03:12:14:17,-0.0310211181640625
2024:09:03:12:14:20,-0.03045654296875
2024:09:03:12:14:23,-0.030487060546875
2024:09:03:12:14:26,-0.0311431884765625
2024:09:03:12:14:30,-0.0308685302734375
2024:09:03:12:14:33,-0.0323944091796875
2024:09:03:12:14:36,-0.029571533203125
2024:09:03:12:14:39,-0.0317230224609375
2024:09:03:12:14:42,-0.0298004150390625
2024:09:03:12:14:45,-0.03057861328125
2024:09:03:12:14:48,-0.0295257568359375
2024:09:03:12:14:51,-0.0306854248046875
2024:09:03:12:14:54,-0.03167724609375
2024:09:03:12:14:57,-0.0297088623046875
2024:09:03:12:15:00,-0.0307464599609375
2024:09:03:12:15:04,-0.0334930419921875
2024:09:03:12:15:07,-0.0300445556640625
2024:09:03:12:15:10,-0.0318145751953125
2024:09:03:12:15:13,-0.03143310546875
2024:09:03:12:15:16,-0.0321044921875
2024:09:03:12:15:19,-0.030914306640625
2024:09:03:12:15:22,-0.0308380126953125
2024:09:03:12:15:25,-0.0311279296875
2024:09:03:12:15:28,-0.0333251953125
2024:09:03:12:15:31,-0.02813720703125
2024:09:03:12:15:34,-0.032379150390625
2024:09:03:12:15:38,-0.0321197509765625
2024:09:03:12:15:41,-0.03289794921875
2024:09:03:12:15:44,-0.0321502685546875
2024:09:03:12:15:47,-0.0294952392578125
2024:09:03:12:15:50,-0.0322723388671875
2024:09:03:12:15:53,-0.0292816162109375
2024:09:03:12:15:56,-0.0298004150390625
2024:09:03:12:15:59,-0.03033447265625
2024:09:03:12:16:02,-0.0318603515625
2024:09:03:12:16:05,-0.033233642578125
2024:09:03:12:16:08,-0.030853271484375
2024:09:03:12:16:12,-0.02972412109375
2024:09:03:12:16:15,-0.0322265625
2024:09:03:12:16:18,-0.02679443359375
2024:09:03:12:16:21,-0.0328369140625
2024:09:03:12:16:24,-0.031768798828125
2024:09:03:12:16:27,-0.0306396484375
2024:09:03:12:16:30,-0.0321502685546875
2024:09:03:12:16:33,-0.0311431884765625
2024:09:03:12:16:36,-0.0315093994140625
2024:09:03:12:16:39,-0.033203125
2024:09:03:12:16:42,-0.0292510986328125
2024:09:03:12:16:46,-0.030670166015625
2024:09:03:12:16:49,-0.030059814453125
2024:09:03:12:16:52,-0.0331268310546875
2024:09:03:12:16:55,-0.03173828125
2024:09:03:12:16:58,-0.0279998779296875
2024:09:03:12:17:01,-0.033233642578125
2024:09:03:12:17:06,-0.0319061279296875
2024:09:03:12:17:08,-0.0321197509765625
2024:09:03:12:17:11,-0.03289794921875
2024:09:03:12:17:14,-0.029815673828125
2024:09:03:12:17:17,-0.0310821533203125
2024:09:03:12:17:21,-0.0399322509765625
2024:09:03:12:17:25,-0.034881591796875
2024:09:03:12:17:28,-0.038177490234375
2024:09:03:12:17:35,-0.0330963134765625
2024:09:03:12:17:38,-0.0333404541015625
2024:09:03:12:17:41,-0.02752685546875
2024:09:03:12:17:49,-0.0341033935546875
2024:09:03:12:17:52,-0.0327911376953125
2024:09:03:12:17:55,-0.033111572265625
2024:09:03:12:18:01,-0.0304718017578125
2024:09:03:12:18:05,-0.0335540771484375
2024:09:03:12:18:08,-0.0323333740234375
2024:09:03:12:18:14,-0.033416748046875
2024:09:03:12:18:18,-0.0321197509765625
2024:09:03:12:18:21,-0.033477783203125
